Crossing,Finishing,HeadingAccuracy,ShortPassing,FKAccuracy,LongPassing,BallControl,SprintSpeed,Agility,Reactions,ShotPower,Stamina,Vision,Composure,Preferred Foot,Overall
56,50,86,68,43,62,60,51,59,77,67,75,53,75,0,80
34,36,82,63,24,58,63,69,58,77,38,67,32,74,1,80
71,61,75,83,58,79,84,69,66,83,78,81,81,81,1,80
55,37,71,78,37,75,77,69,64,74,72,83,73,68,1,80
67,60,43,83,53,78,83,67,87,79,83,89,81,60,1,80
77,66,46,75,56,64,84,93,88,80,75,78,75,77,1,80
75,78,58,76,52,64,85,92,82,76,78,73,72,79,1,80
12,15,12,32,20,23,15,48,58,76,24,42,58,61,1,80
18,11,19,34,16,21,29,40,40,79,25,28,55,48,1,80
78,79,38,79,74,72,81,76,84,78,76,70,77,74,0,80
73,82,76,69,55,65,80,81,78,80,78,75,65,69,1,80
72,72,46,82,80,80,84,67,77,81,75,74,81,77,0,80
82,61,52,81,49,75,81,87,79,82,62,83,72,67,0,80
61,65,69,82,67,81,78,62,67,77,80,76,81,78,1,80
75,57,73,75,40,67,74,86,79,75,66,91,68,73,0,80
78,74,69,80,70,84,79,74,79,80,79,79,82,75,1,80
12,16,10,24,20,27,14,42,62,77,21,43,45,59,0,80
70,60,72,81,65,80,81,73,73,78,81,85,79,74,1,80
81,65,53,83,90,80,86,69,78,78,86,76,80,78,1,80
68,55,85,75,42,70,72,69,55,79,74,74,68,71,1,80
60,50,81,71,33,69,69,65,59,75,58,68,56,73,1,80
76,55,60,84,78,82,82,69,77,74,82,79,82,74,1,80
63,53,69,81,45,77,78,64,60,78,75,82,69,81,0,80
82,47,70,78,58,68,80,85,74,77,65,77,69,73,0,80
57,40,79,76,38,68,67,62,50,68,67,64,47,69,0,80
40,84,80,70,46,35,79,76,68,82,77,72,72,74,1,80
77,71,59,76,69,68,84,86,94,80,76,68,77,71,1,80
77,70,41,76,65,70,82,77,94,76,72,76,74,76,1,80
63,81,72,83,64,78,83,80,79,67,77,83,77,69,1,80
65,82,75,64,46,36,80,76,75,79,81,66,62,81,1,80
60,83,68,78,78,69,83,72,88,78,79,74,81,74,1,80
15,14,19,17,16,38,20,35,32,76,20,35,68,60,1,80
11,14,11,32,12,35,24,47,36,71,17,37,43,62,1,80
76,52,60,76,50,59,78,91,82,78,52,84,66,70,1,80
86,28,71,77,52,69,77,78,66,82,66,86,68,78,1,80
11,16,12,40,14,30,36,55,55,73,29,40,40,62,1,80
46,34,87,67,52,80,54,38,29,78,83,54,60,77,1,80
59,36,80,73,57,72,70,63,58,75,63,69,66,79,1,80
75,69,40,78,77,62,86,88,94,74,72,70,76,76,1,80
67,52,82,77,74,78,70,68,52,78,82,78,67,77,1,80
56,37,76,68,26,62,64,76,77,73,68,72,54,73,1,80
69,54,66,82,58,82,80,56,68,78,72,79,78,72,1,80
80,60,59,81,50,67,81,80,72,81,75,88,71,79,0,80
83,48,54,78,42,70,78,86,76,78,65,79,67,75,0,80
82,52,68,81,67,69,82,75,68,77,77,79,72,76,0,80
67,85,69,72,57,68,78,76,74,85,85,75,71,76,0,80
78,74,47,77,64,70,81,89,82,72,78,73,74,66,1,80
65,41,79,66,35,60,66,80,64,75,54,76,50,75,1,80
62,78,65,75,60,55,83,89,85,79,80,74,73,75,1,80
57,80,77,75,67,68,80,83,72,77,81,83,81,86,1,80
78,69,39,80,60,75,84,85,81,78,80,82,81,77,1,80
83,54,75,78,30,72,79,78,73,81,71,77,71,75,1,80
54,36,82,77,22,74,69,69,55,80,66,73,72,75,1,80
68,57,69,78,77,84,73,72,68,76,87,82,75,78,0,80
70,81,81,79,47,61,80,65,70,82,77,80,72,69,1,80
80,77,69,78,75,74,83,76,73,82,83,60,78,74,0,80
84,28,65,71,38,68,80,71,77,80,74,91,64,70,1,80
80,54,74,78,42,75,79,66,66,82,70,84,69,77,1,80
75,80,58,80,75,75,83,67,75,81,88,66,74,79,0,80
86,59,64,78,84,78,78,73,73,80,78,77,74,80,0,80
78,74,60,82,72,75,84,76,75,74,68,77,80,78,1,80
79,68,65,77,54,69,76,80,68,79,81,77,57,69,1,80
70,40,83,67,74,75,60,60,33,66,85,70,52,71,1,80
81,46,72,83,62,83,80,53,72,84,68,83,76,81,0,80
17,12,19,37,20,38,34,45,54,77,25,40,57,61,1,80
72,69,48,78,83,71,86,76,81,74,76,60,78,75,1,80
79,77,38,84,79,70,80,62,69,79,71,55,82,65,0,80
78,75,53,82,75,74,85,76,85,78,70,74,78,78,0,80
66,79,93,76,66,64,76,57,58,81,84,83,69,77,1,80
35,11,20,39,20,33,24,52,63,72,45,41,52,62,1,80
74,76,43,80,69,67,83,75,88,81,61,64,77,77,1,80
88,69,52,82,82,81,84,71,81,76,80,68,84,79,1,80
73,63,59,82,79,81,82,65,77,83,73,77,80,80,1,80
13,13,11,25,12,12,24,52,42,80,22,45,46,62,1,80
62,61,71,77,57,70,75,61,68,81,79,78,64,76,1,80
60,33,77,75,28,72,74,72,68,74,58,63,63,77,1,80
82,77,45,81,82,76,80,73,78,74,78,68,85,79,0,80
50,58,83,80,59,74,75,55,68,81,76,79,76,76,1,80
14,12,8,41,15,38,22,40,34,79,24,29,42,45,1,80
55,40,76,69,45,67,67,71,73,76,57,68,64,76,1,80
68,80,87,74,57,65,79,69,65,81,79,81,69,77,1,80
16,10,23,29,11,25,25,44,41,72,23,35,36,45,1,80
60,66,61,85,77,84,78,31,49,77,80,50,85,84,0,80
74,64,60,82,53,76,82,72,87,81,82,87,73,76,0,80
74,72,67,84,66,76,85,69,78,74,72,77,83,80,1,80
36,48,83,70,41,72,65,54,49,71,76,85,57,71,1,80
82,61,69,78,53,70,78,75,73,80,75,77,70,82,1,80
68,80,69,75,70,53,80,85,83,78,76,67,66,74,1,80
81,56,69,77,80,76,80,79,76,78,87,85,66,70,0,80
76,55,72,77,52,61,77,67,70,82,74,74,66,76,0,80
80,69,47,84,84,82,80,41,70,78,87,77,84,73,1,80
70,69,59,81,61,80,81,71,75,80,74,75,81,81,1,80
70,78,67,79,70,72,79,85,81,80,82,75,75,82,1,80
69,81,54,78,55,74,84,76,87,82,83,89,77,82,1,80
78,62,60,82,78,76,86,74,68,76,84,72,82,80,0,80
11,14,12,39,13,48,40,44,52,78,14,35,55,62,1,80
82,56,69,80,66,81,73,77,68,78,68,89,75,75,0,80
78,80,70,79,79,76,82,60,72,80,85,82,82,83,1,80
62,83,70,72,68,62,80,78,74,78,82,55,74,81,0,80
78,79,90,79,68,80,85,57,66,86,85,74,83,83,1,80
77,67,62,81,77,78,80,62,71,80,76,77,80,82,1,80
39,35,83,68,27,67,57,62,49,72,46,76,28,71,1,80
67,55,70,71,48,67,69,68,70,78,79,69,60,76,0,80
28,56,85,66,27,60,61,48,51,79,63,61,56,74,1,80
60,38,59,79,41,75,80,69,79,77,74,85,73,83,1,80
65,55,81,74,51,77,73,63,63,76,65,73,63,80,1,80
58,47,80,74,55,76,74,41,52,76,64,62,62,78,0,80
49,51,81,73,40,67,63,49,55,76,74,67,49,78,1,80
72,83,78,70,70,68,73,68,66,74,84,71,72,80,1,80
60,81,82,70,36,50,71,66,62,80,82,60,62,83,1,80
19,13,18,23,13,22,22,50,53,71,24,35,59,67,1,80
67,61,59,80,54,74,78,65,77,76,71,86,72,77,1,80
81,54,59,77,59,66,78,86,74,82,68,80,72,74,1,80
11,12,10,28,11,23,23,52,48,78,22,42,53,62,1,80
85,71,58,85,78,84,86,52,72,76,77,53,86,88,1,80
82,64,55,75,46,73,80,88,87,78,75,82,73,70,1,80
63,42,66,79,50,75,80,62,72,79,76,76,68,81,1,80
10,17,13,35,13,35,25,43,50,77,23,33,43,65,1,80
85,69,60,85,83,87,83,76,71,78,83,74,86,81,1,80
76,69,75,82,74,83,78,37,61,81,81,67,81,87,1,80
11,11,12,31,12,35,24,34,54,74,21,30,68,60,1,80
77,80,75,81,83,82,80,65,66,82,85,74,82,86,1,80
68,76,77,79,63,51,79,78,70,73,83,60,76,69,1,80
11,10,10,36,11,34,20,40,52,67,21,28,34,66,1,80
76,75,45,80,71,69,81,83,77,78,70,74,80,79,0,79
34,29,81,69,26,44,60,64,47,75,54,77,34,72,1,79
66,76,50,78,52,52,84,86,91,72,72,73,78,78,0,79
76,75,45,73,74,62,80,86,86,79,80,87,73,81,0,79
69,63,46,78,54,75,84,77,90,76,67,73,77,71,1,79
69,79,75,75,65,59,79,85,78,78,80,78,72,77,1,79
56,82,79,62,33,50,79,83,79,75,79,75,72,77,1,79
66,64,68,79,48,75,79,77,68,76,84,96,71,76,1,79
42,79,73,74,60,56,78,82,83,82,75,80,75,73,1,79
8,9,7,11,13,12,20,62,66,76,15,23,60,64,1,79
52,68,83,78,68,72,74,78,67,75,75,87,72,76,1,79
55,51,76,68,50,72,62,72,49,79,43,62,47,70,0,79
81,48,69,73,49,75,77,76,82,81,52,85,61,54,1,79
16,14,17,25,17,32,17,54,36,76,24,27,63,69,1,79
59,82,77,69,33,58,79,83,77,77,76,77,68,75,1,79
69,67,46,77,58,56,82,88,87,79,79,74,78,67,1,79
30,20,20,40,9,40,9,35,32,73,40,45,45,59,0,79
60,42,76,76,45,73,73,69,64,76,73,85,67,71,1,79
56,39,61,84,51,81,78,59,58,74,58,75,76,76,1,79
70,74,65,75,65,69,80,81,78,79,70,77,75,76,1,79
72,73,55,75,66,53,83,88,78,71,78,74,73,75,1,79
66,38,81,76,32,78,76,77,75,78,43,76,68,81,0,79
69,72,38,80,79,73,82,83,82,79,76,85,78,80,1,79
21,16,15,31,13,25,29,48,40,71,28,18,55,51,1,79
76,72,48,76,77,68,76,90,92,77,84,92,77,68,1,79
74,81,74,69,63,58,80,83,79,76,78,70,65,78,1,79
73,74,55,83,76,79,80,60,71,72,73,69,78,69,0,79
78,65,48,73,76,67,84,90,91,82,68,87,72,81,0,79
58,41,63,85,46,80,79,59,77,80,48,80,77,80,1,79
64,36,76,79,66,73,75,77,66,75,68,75,67,76,1,79
74,79,71,72,58,57,79,86,75,77,81,80,68,73,1,79
67,81,77,74,64,63,83,79,78,74,75,69,73,76,1,79
46,63,68,78,60,76,76,69,60,78,76,94,73,73,1,79
66,81,54,78,65,62,82,79,83,79,82,68,74,67,1,79
66,70,53,72,46,68,81,92,93,78,80,74,70,72,1,79
81,59,69,74,59,68,74,79,72,76,75,87,64,73,1,79
48,84,81,69,43,48,79,73,72,71,75,71,65,74,1,79
61,86,76,67,60,65,74,84,77,74,81,77,69,78,1,79
58,48,73,80,60,83,73,34,60,79,73,86,69,76,1,79
69,40,71,78,60,74,76,85,68,76,78,83,72,72,1,79
66,56,65,78,65,74,77,76,75,72,82,90,68,63,1,79
77,74,51,76,70,69,81,75,85,81,78,80,76,69,1,79
69,65,70,81,65,79,82,78,70,79,65,90,72,77,1,79
74,63,37,85,69,75,82,60,89,79,45,83,80,78,1,79
72,71,53,75,70,60,83,89,93,75,81,77,70,72,1,79
71,72,61,68,73,66,80,89,89,75,68,91,76,75,1,79
77,34,70,73,54,59,76,78,72,71,66,83,55,70,1,79
78,67,56,77,72,74,83,74,86,80,67,68,79,80,1,79
81,69,40,79,71,71,79,76,78,79,68,81,77,68,1,79
63,45,74,77,59,73,73,74,68,79,63,73,65,72,0,79
79,55,71,78,65,74,77,77,67,80,69,82,72,78,0,79
77,59,74,76,25,53,74,75,49,77,82,79,60,72,0,79
62,59,68,80,54,75,76,53,62,72,69,89,71,77,1,79
66,82,72,72,46,52,76,79,78,75,80,72,65,70,1,79
17,14,11,28,20,26,12,46,62,76,19,36,53,60,1,79
66,54,75,79,78,75,74,59,58,77,79,86,73,73,1,79
74,67,64,82,73,78,83,69,79,75,76,75,80,74,1,79
43,33,78,75,35,68,67,69,65,76,60,70,57,71,0,79
77,72,44,82,70,78,84,77,82,82,75,72,81,70,1,79
38,38,83,66,32,56,58,53,48,74,37,67,42,68,1,79
79,27,60,76,66,72,76,83,88,78,69,91,64,73,0,79
51,42,73,71,51,81,68,74,67,75,81,71,46,69,0,79
49,47,77,63,59,60,63,70,45,74,63,63,59,67,1,79
67,65,32,82,48,77,79,75,76,76,63,88,74,83,1,79
36,39,82,73,28,72,64,76,57,73,50,61,57,81,0,79
14,18,14,38,14,41,23,54,51,75,20,36,50,60,1,79
45,74,83,67,54,44,81,81,64,80,79,68,75,72,0,79
63,77,74,81,44,75,80,64,67,78,78,83,78,83,1,79
75,72,64,82,64,75,78,78,84,72,76,88,73,72,1,79
73,65,45,79,70,72,80,79,92,76,70,78,75,72,1,79
68,59,52,84,58,81,81,45,75,76,74,70,83,81,1,79
77,64,69,74,56,69,77,85,77,73,73,84,71,72,0,79
71,26,57,82,62,79,77,53,88,76,64,93,70,74,1,79
60,46,73,68,36,80,66,69,65,78,72,72,71,74,1,79
74,50,79,72,57,73,67,69,68,74,80,68,57,73,0,79
74,66,54,84,76,79,79,66,76,79,76,79,78,80,1,79
79,73,75,80,53,72,80,74,75,80,69,79,75,76,0,79
74,74,57,81,77,77,81,69,78,76,77,62,80,77,0,79
53,65,74,79,46,64,76,59,51,72,77,75,68,67,1,79
13,15,15,37,11,37,19,47,59,74,14,42,48,45,1,79
78,41,84,78,49,73,73,66,77,76,52,69,68,74,1,79
78,62,72,79,73,73,78,79,70,75,69,91,69,75,1,79
75,76,43,77,80,74,81,79,83,77,76,68,74,74,1,79
79,75,48,76,74,76,82,75,82,76,82,72,76,73,0,79
71,74,73,84,78,80,83,55,56,80,74,91,83,80,1,79
73,73,65,82,78,81,81,61,67,74,75,76,80,80,1,79
71,76,74,83,69,79,80,69,71,77,79,76,77,84,1,79
77,79,56,76,80,67,80,70,82,84,74,70,79,82,1,79
65,80,71,77,78,69,78,68,67,78,84,69,73,65,0,79
79,79,47,77,81,78,81,77,79,75,83,68,80,67,1,79
74,61,69,77,76,69,79,76,70,79,85,82,64,69,1,79
65,68,65,82,70,78,84,70,66,74,81,69,79,80,1,79
23,11,14,40,12,45,24,52,53,73,35,34,68,64,1,79
41,82,76,72,64,34,78,75,81,77,78,73,61,78,1,79
45,50,72,77,43,79,76,63,67,78,65,76,74,80,1,79
52,49,85,78,53,75,73,72,53,79,78,77,65,74,1,79
76,67,64,81,80,79,80,56,66,74,87,74,81,76,1,79
83,72,65,78,61,70,80,78,76,79,78,85,77,76,1,79
52,83,73,71,45,60,77,89,74,74,76,72,71,78,1,79
60,44,78,73,35,67,64,59,52,77,68,64,54,68,1,79
70,77,53,82,54,80,81,77,75,72,67,67,79,61,1,79
79,74,67,78,78,76,83,72,85,79,78,84,78,72,1,79
40,48,82,64,25,58,66,52,34,77,54,55,22,72,1,79
80,53,68,79,59,65,78,81,76,69,75,78,57,69,0,79
64,79,82,72,73,60,78,75,73,80,83,73,61,77,1,79
81,56,68,77,69,77,75,77,74,78,81,83,56,69,0,79
53,80,80,70,46,49,80,71,65,75,82,71,65,63,1,79
67,75,79,75,80,66,77,76,77,75,86,79,78,76,1,79
73,77,76,81,66,74,81,77,72,76,76,75,77,75,1,79
82,70,64,78,77,75,79,77,76,77,84,78,79,79,0,79
78,54,68,75,39,66,78,78,79,75,74,76,64,75,1,79
12,27,18,29,17,25,17,46,41,72,38,39,15,42,1,79
77,59,59,75,53,69,78,89,76,80,73,93,66,75,1,79
63,30,79,63,31,61,65,63,63,75,60,70,60,74,0,79
77,53,64,77,51,70,78,78,79,80,72,82,72,76,1,79
53,69,79,83,70,81,81,35,51,75,81,66,77,76,1,79
73,62,58,84,71,80,82,63,76,76,74,68,81,80,0,79
47,20,85,57,42,49,63,55,45,78,52,63,51,71,0,79
63,55,75,76,61,73,78,71,69,75,77,92,67,74,1,79
60,54,60,77,41,74,78,72,73,74,71,78,67,74,1,79
63,77,54,80,49,70,81,90,90,82,72,83,79,84,1,79
75,70,67,79,75,76,81,69,71,80,76,74,81,78,1,79
73,61,69,79,46,75,72,90,80,75,67,93,72,73,1,79
62,56,61,83,67,79,76,69,73,76,68,81,72,73,1,79
78,55,68,81,68,79,81,77,85,78,84,76,76,76,0,79
15,10,13,25,10,22,22,50,43,80,21,32,42,61,1,79
64,60,61,80,69,83,78,63,67,77,77,77,79,78,1,79
60,83,78,72,54,48,78,73,69,78,76,71,66,78,1,79
83,54,59,76,56,75,82,79,74,77,84,92,69,70,1,79
78,68,60,74,68,67,82,89,86,78,79,72,75,63,1,79
77,67,61,81,75,80,80,57,70,76,83,69,78,79,1,79
62,54,70,78,53,76,72,62,71,77,76,89,62,76,1,79
80,66,44,76,75,74,80,79,93,80,80,63,76,79,0,79
68,60,76,71,54,65,70,75,66,72,68,77,60,73,1,79
58,84,82,65,45,49,70,62,64,84,79,81,61,82,1,79
19,16,24,22,11,36,23,34,45,75,22,33,47,60,1,79
58,23,74,77,30,69,63,55,50,70,51,70,53,76,0,79
58,46,75,70,39,68,76,63,36,75,61,68,44,71,1,79
72,80,74,81,72,64,83,73,79,76,81,68,82,78,1,79
72,78,60,76,78,58,83,84,81,78,80,78,78,78,1,79
64,84,79,65,52,56,77,69,75,82,75,66,70,79,1,79
15,14,14,44,15,40,35,54,57,74,25,42,51,56,1,79
24,14,13,30,25,24,20,49,43,74,24,43,52,60,1,79
56,79,74,73,50,49,81,74,79,80,81,66,62,70,1,79
65,58,69,78,63,75,80,58,69,76,71,79,69,79,1,79
61,73,93,81,46,66,82,48,47,81,75,75,73,78,1,79
58,70,86,75,32,72,74,61,53,77,81,89,71,76,1,79
11,10,15,36,13,32,32,34,44,72,35,29,50,60,1,79
11,11,16,37,12,34,26,52,34,74,45,31,43,61,1,79
14,19,12,26,15,32,24,58,52,74,28,36,34,61,1,79
79,61,64,84,80,84,81,34,74,82,83,60,82,84,0,79
82,50,68,76,66,70,78,76,73,76,59,78,51,76,0,79
60,23,76,66,35,68,62,55,60,79,63,63,36,74,1,79
72,74,58,72,74,61,78,89,79,77,76,69,72,76,1,79
51,80,79,69,53,52,82,59,86,80,83,63,55,78,1,79
17,12,16,32,13,37,28,55,54,73,14,40,46,62,1,79
70,70,46,78,73,74,80,69,82,70,78,51,78,77,0,79
44,46,78,73,67,75,59,79,61,76,74,68,49,78,1,79
77,80,57,80,79,65,83,83,87,81,79,68,83,78,1,79
67,82,77,79,62,68,86,65,76,82,76,64,78,81,1,79
80,73,65,77,75,73,79,84,75,77,75,69,80,80,1,79
72,77,71,71,50,66,79,82,77,71,85,84,74,75,1,79
84,64,57,79,75,70,79,72,77,80,75,75,76,74,1,79
14,14,10,34,13,35,20,60,50,72,40,28,42,58,1,79
66,80,76,75,73,70,80,83,84,74,77,77,72,84,1,79
73,52,52,82,70,82,80,43,71,81,68,72,80,84,1,79
68,82,72,66,70,60,69,79,72,81,85,69,64,71,1,79
13,14,10,39,13,36,20,32,49,80,23,22,38,49,1,79
78,45,70,77,66,70,76,69,73,79,74,76,62,80,1,79
58,80,92,72,44,55,74,70,65,76,78,57,76,84,1,79
80,68,43,86,80,87,82,38,68,73,77,61,86,80,0,79
36,86,76,74,53,35,81,66,60,78,78,60,60,70,1,78
72,48,75,67,40,58,70,78,75,76,62,85,59,68,1,78
70,70,50,75,48,60,80,84,86,76,81,78,71,76,1,78
78,66,44,78,57,74,79,79,75,75,53,78,72,73,1,78
76,59,64,77,55,68,78,91,75,77,75,84,63,72,1,78
66,73,40,75,64,68,78,91,94,77,77,88,75,81,1,78
63,81,76,72,38,54,77,77,74,78,79,69,65,73,1,78
51,39,55,80,41,71,65,65,78,74,53,92,60,67,1,78
13,6,13,54,12,38,10,45,55,69,23,40,47,59,1,78
83,56,59,76,74,75,72,79,74,75,70,79,72,74,1,78
65,64,54,80,55,78,81,69,76,74,78,71,80,82,1,78
71,56,62,75,77,77,71,72,51,81,73,76,72,67,1,78
76,69,60,76,68,59,75,76,79,80,72,88,64,80,1,78
74,73,45,75,74,75,76,74,86,82,74,75,79,84,0,78
78,45,60,76,49,59,74,86,86,80,78,76,68,76,0,78
78,70,59,79,69,79,79,74,75,75,70,86,78,76,1,78
76,43,64,73,64,68,77,82,70,75,69,84,66,68,0,78
78,72,45,78,83,76,77,70,75,77,84,88,78,76,1,78
79,30,64,75,48,68,74,77,83,74,62,81,50,74,1,78
74,62,69,76,35,75,78,86,78,78,69,82,73,78,0,78
72,60,71,82,40,79,79,74,68,73,76,76,76,79,1,78
52,76,77,68,40,54,77,86,71,78,77,76,58,79,1,78
63,64,42,74,42,66,81,92,92,77,65,72,77,78,1,78
17,11,15,24,15,21,16,39,30,75,25,35,38,33,1,78
74,70,32,70,73,68,81,88,92,79,80,72,72,77,0,78
65,61,65,79,48,77,79,69,74,76,77,96,74,75,1,78
78,75,42,76,63,72,78,85,78,69,76,78,69,74,1,78
73,65,43,79,71,73,81,68,79,75,70,77,78,69,1,78
41,44,74,76,31,75,67,74,69,77,49,66,33,76,1,78
69,26,68,72,29,57,68,83,64,77,41,74,52,69,1,78
65,74,56,72,58,65,83,76,87,80,78,82,72,83,1,78
65,75,47,79,67,78,79,68,65,72,74,75,78,62,1,78
48,81,83,64,34,45,76,54,53,75,84,82,53,68,1,78
78,66,72,75,48,68,77,89,66,76,81,79,72,72,1,78
15,19,24,24,11,33,19,34,45,75,54,43,45,58,1,78
62,70,41,81,64,79,80,55,79,75,74,71,77,77,1,78
42,81,84,70,37,48,76,69,64,79,80,84,62,78,1,78
66,80,77,69,74,64,76,71,69,77,84,82,70,71,1,78
46,36,55,73,37,73,73,75,78,76,80,90,68,71,0,78
60,61,57,80,46,78,79,73,70,78,80,88,74,77,1,78
79,53,68,78,34,63,81,86,82,64,57,74,64,62,1,78
43,51,86,73,30,52,53,62,53,72,70,79,54,80,1,78
12,10,12,48,13,45,33,44,44,73,22,40,54,59,1,78
35,26,75,71,71,59,69,68,64,74,73,64,51,72,1,78
60,29,77,72,48,54,68,75,76,79,67,77,39,64,1,78
40,80,80,68,60,55,76,78,76,76,79,74,60,76,1,78
72,73,67,76,76,68,79,82,87,73,76,81,76,73,1,78
36,30,74,70,28,65,62,77,62,72,49,65,28,67,1,78
63,59,41,84,55,76,82,63,78,74,62,86,76,74,1,78
76,73,57,78,74,78,81,53,67,75,88,73,81,81,1,78
79,34,68,75,34,61,76,75,77,77,71,86,52,73,1,78
74,42,74,73,34,63,70,79,66,74,60,77,58,73,1,78
77,56,61,71,58,56,76,86,75,73,81,92,72,69,1,78
13,18,18,32,21,19,22,38,55,74,19,37,44,59,1,78
30,28,78,68,26,60,63,65,64,81,45,67,46,75,1,78
45,22,79,59,23,59,61,68,49,71,39,67,31,70,1,78
44,81,78,64,62,38,76,75,64,74,86,66,46,76,1,78
74,74,43,78,63,69,83,79,82,70,76,75,75,73,1,78
75,73,65,73,78,71,77,90,83,69,71,80,74,71,0,78
44,45,82,66,26,57,62,50,36,76,55,84,33,58,1,78
59,30,59,78,31,65,69,71,75,77,53,93,65,76,1,78
79,62,55,78,68,70,79,90,74,70,80,70,65,69,0,78
16,14,17,33,15,35,25,48,35,65,25,24,58,58,1,78
67,64,42,81,40,63,84,77,76,75,67,74,80,72,1,78
78,60,43,78,60,74,78,90,85,72,74,93,68,76,0,78
65,62,51,80,62,76,81,64,75,76,83,75,80,79,0,78
54,50,83,76,35,67,70,79,63,73,63,70,71,69,1,78
72,55,68,82,68,77,82,77,71,73,83,75,74,70,1,78
75,66,78,78,71,78,73,68,57,73,86,89,76,74,1,78
82,65,56,78,51,67,80,74,82,76,63,87,75,82,1,78
78,76,51,70,75,65,80,81,82,73,82,80,75,74,1,78
91,40,59,77,74,72,78,85,77,79,75,85,70,71,0,78
64,54,73,78,38,75,77,68,64,72,76,85,73,74,1,78
60,65,58,82,62,80,79,67,71,75,62,81,74,69,1,78
74,74,62,75,73,75,85,79,87,73,83,70,71,74,0,78
79,57,78,76,74,62,74,69,65,76,79,79,54,70,0,78
75,66,42,78,77,77,83,71,90,72,83,44,85,75,0,78
20,14,13,31,60,26,24,58,63,75,70,36,39,68,1,78
73,70,52,81,64,78,82,65,78,78,65,71,80,82,1,78
50,53,56,82,68,83,80,64,76,73,74,79,74,74,1,78
74,33,71,71,55,64,69,78,71,76,72,90,60,68,1,78
78,74,56,80,80,77,81,74,78,74,73,75,78,74,1,78
77,71,23,79,65,74,80,76,83,76,72,68,78,70,0,78
68,68,70,83,64,78,81,58,64,74,74,69,76,70,1,78
15,12,14,27,12,36,22,47,45,74,21,32,52,46,1,78
65,75,64,77,74,69,87,90,88,75,76,75,74,73,0,78
69,72,84,74,43,48,71,79,75,79,73,87,65,68,1,78
75,80,64,76,69,68,78,76,93,70,77,73,71,84,1,78
70,77,54,79,75,78,79,64,71,78,87,77,74,76,0,78
78,33,68,74,39,68,75,79,79,72,67,87,60,72,1,78
71,75,75,77,59,63,80,78,77,82,74,74,74,75,1,78
46,56,73,68,25,70,66,67,57,74,82,66,46,69,1,78
33,81,93,64,28,36,74,63,65,76,80,66,52,73,1,78
15,12,12,26,12,25,21,37,37,62,19,43,42,59,1,78
78,58,58,80,68,76,82,75,78,76,77,75,77,77,1,78
63,81,80,67,69,48,74,65,66,77,79,73,61,72,1,78
77,72,49,80,77,81,79,61,74,74,74,66,79,63,1,78
69,76,81,71,45,67,74,76,73,76,79,76,71,74,1,78
59,80,81,71,41,63,75,61,59,80,79,92,63,81,1,78
55,82,75,61,75,54,76,66,68,71,82,75,71,77,1,78
74,51,67,74,54,73,76,86,78,76,56,90,64,76,1,78
15,17,14,33,14,32,21,45,43,75,18,34,16,62,1,78
65,66,39,82,74,73,83,57,76,76,66,75,82,81,1,78
75,59,33,77,75,79,77,75,77,78,80,82,77,75,0,78
46,23,79,65,16,57,65,63,67,75,40,70,40,71,1,78
67,27,74,72,44,65,72,74,71,70,67,71,49,73,0,78
78,73,70,73,55,60,82,86,80,74,76,67,73,73,1,78
51,22,73,69,45,57,67,73,68,76,48,78,39,67,1,78
70,79,68,67,69,60,82,87,82,75,79,59,75,75,0,78
60,63,62,81,84,82,76,76,74,73,76,80,75,70,1,78
76,68,41,81,69,75,81,65,82,74,76,94,77,79,1,78
74,64,58,80,70,74,85,75,72,68,72,68,80,76,1,78
25,25,73,66,52,64,63,63,55,71,67,75,32,70,1,78
49,25,74,68,33,64,68,65,56,77,52,68,51,73,1,78
74,73,67,77,78,68,80,78,65,75,81,75,75,79,1,78
75,40,73,77,82,65,76,70,60,75,81,74,57,65,1,78
32,37,76,71,39,74,68,50,47,79,72,64,45,72,1,78
54,66,53,79,69,78,79,67,70,80,75,68,80,68,0,78
67,76,75,75,80,53,77,65,64,78,84,64,65,78,1,78
45,35,74,80,46,77,75,44,52,76,45,68,56,68,1,78
37,25,67,80,53,71,72,48,54,72,60,75,65,72,1,78
74,78,68,75,77,70,80,78,70,80,82,70,81,75,0,78
76,70,57,80,76,81,81,66,76,78,73,66,80,84,1,78
10,14,21,25,13,23,20,54,65,76,31,47,55,44,1,78
51,50,75,75,41,70,73,52,55,72,75,73,46,77,1,78
59,42,75,79,62,80,77,68,59,74,81,75,68,80,1,78
81,65,42,79,77,76,81,68,78,79,71,87,78,78,0,78
77,62,50,83,77,78,80,72,88,73,80,76,80,82,1,78
72,77,54,78,68,65,77,70,76,74,83,73,78,80,1,78
44,24,88,54,43,50,52,59,53,69,68,61,44,60,1,78
71,78,66,74,73,66,81,84,83,75,74,71,74,78,1,78
77,62,74,75,61,73,75,73,74,78,74,74,64,75,1,78
76,69,70,76,61,70,81,77,76,76,74,85,72,75,1,78
83,68,58,77,82,78,80,69,86,76,78,92,77,78,1,78
78,73,59,81,76,80,80,50,68,77,77,55,78,71,1,78
63,39,69,81,49,71,74,71,65,74,73,88,64,75,1,78
80,65,63,78,51,75,79,75,76,79,69,83,76,82,0,78
11,14,15,35,11,33,12,53,38,75,22,28,44,58,1,78
60,45,79,73,48,72,73,38,51,70,55,54,67,70,1,78
